epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,171.637,1.37341,2.28099,1.48495,1.30026,0.43285,0.39433,0.34808,0.173,0.442,0.40266,0.34776,0.14728,1.7089,2.82713,1.97939,1.503,0.00167825,0.00167825,0.00167825
15,183.543,1.37617,2.2402,1.48704,1.29146,0.53581,0.42083,0.42097,0.21977,0.50372,0.42917,0.40868,0.20642,1.6843,2.82724,1.78301,1.44649,0.0016535,0.0016535,0.0016535
16,195.715,1.34854,2.20445,1.44242,1.28018,0.57251,0.41852,0.42776,0.23817,0.55019,0.40263,0.42187,0.21768,1.6026,2.64936,1.73161,1.35482,0.00162875,0.00162875,0.00162875
17,207.728,1.36037,2.20871,1.41243,1.2612,0.56307,0.3875,0.45204,0.24862,0.45634,0.43333,0.42431,0.21571,1.60698,2.69151,1.67505,1.37594,0.001604,0.001604,0.001604
18,219.715,1.31664,2.15022,1.35684,1.25495,0.48956,0.41667,0.41985,0.21944,0.47839,0.40833,0.40943,0.19511,1.66149,2.663,1.83544,1.43794,0.00157925,0.00157925,0.00157925
19,231.619,1.31092,2.12165,1.33256,1.2356,0.50787,0.40849,0.39981,0.2198,0.50449,0.4125,0.40027,0.20153,1.61674,2.75677,2.10325,1.39498,0.0015545,0.0015545,0.0015545
20,243.516,1.30439,2.12264,1.34265,1.23471,0.51385,0.42083,0.41912,0.2305,0.48367,0.42083,0.38888,0.19431,1.6256,2.63975,1.73237,1.39352,0.00152975,0.00152975,0.00152975
21,258.02,1.29555,2.0708,1.32344,1.23232,0.52029,0.45,0.44458,0.22371,0.52296,0.4375,0.41833,0.19553,1.70279,2.69157,1.8616,1.47393,0.001505,0.001505,0.001505
22,269.969,1.25292,2.04552,1.28391,1.21985,0.56092,0.4125,0.40968,0.21876,0.58225,0.39491,0.39758,0.20868,1.67238,2.70826,1.75839,1.41439,0.00148025,0.00148025,0.00148025
23,281.928,1.25875,2.03846,1.29467,1.21384,0.53071,0.43822,0.44057,0.23995,0.54643,0.42917,0.42598,0.20386,1.62537,2.9235,1.82147,1.40244,0.0014555,0.0014555,0.0014555
24,293.879,1.26971,2.03261,1.26406,1.21011,0.62248,0.35417,0.41473,0.21874,0.59961,0.34167,0.41251,0.19907,1.69974,2.9003,2.04424,1.42487,0.00143075,0.00143075,0.00143075
25,305.977,1.2472,2.03745,1.25017,1.21109,0.55879,0.4375,0.43151,0.22787,0.52591,0.42083,0.4087,0.20336,1.56992,2.71373,1.73855,1.38719,0.001406,0.001406,0.001406
26,317.896,1.2776,2.0919,1.2943,1.23192,0.63329,0.42083,0.47192,0.24562,0.62075,0.4125,0.46177,0.22734,1.56307,2.75473,1.91516,1.32415,0.00138125,0.00138125,0.00138125
27,329.835,1.25844,2.06195,1.24276,1.20142,0.52736,0.43333,0.44214,0.24267,0.54124,0.41667,0.44818,0.22569,1.53726,2.62759,1.71895,1.33128,0.0013565,0.0013565,0.0013565
28,341.711,1.25158,1.96766,1.22242,1.20075,0.55791,0.43119,0.43801,0.23211,0.49382,0.45833,0.43523,0.22014,1.62864,2.75998,1.74357,1.40278,0.00133175,0.00133175,0.00133175
29,353.75,1.21209,1.94175,1.16745,1.17933,0.44172,0.43333,0.37629,0.22278,0.42606,0.41667,0.35855,0.20774,1.53623,2.56832,1.8134,1.34724,0.001307,0.001307,0.001307
30,365.636,1.20512,1.94557,1.16721,1.16822,0.54784,0.42083,0.43883,0.23889,0.56284,0.42916,0.44408,0.22499,1.58712,2.88769,1.92024,1.34023,0.00128225,0.00128225,0.00128225
31,377.522,1.18001,1.93091,1.16715,1.17686,0.55261,0.41173,0.42147,0.21807,0.54553,0.4125,0.42493,0.21429,1.6284,2.56505,1.87889,1.42375,0.0012575,0.0012575,0.0012575
32,389.404,1.18931,1.90064,1.15478,1.15976,0.49541,0.4459,0.46472,0.25821,0.50075,0.44167,0.45292,0.24011,1.57694,2.54975,1.67518,1.33858,0.00123275,0.00123275,0.00123275
33,401.336,1.16378,1.88836,1.21571,1.15774,0.52613,0.42917,0.41843,0.21554,0.50114,0.40833,0.40009,0.20623,1.68862,2.81657,1.85285,1.46675,0.001208,0.001208,0.001208
34,413.181,1.15427,1.84693,1.09676,1.14829,0.50912,0.42917,0.43109,0.23988,0.49324,0.425,0.42012,0.20583,1.52469,2.75625,1.70918,1.36706,0.00118325,0.00118325,0.00118325
35,425.245,1.13449,1.8184,1.09099,1.13874,0.51914,0.45434,0.46855,0.26423,0.52894,0.425,0.4438,0.24263,1.55181,2.6932,1.62773,1.37327,0.0011585,0.0011585,0.0011585
36,437.189,1.17383,1.86895,1.14091,1.1523,0.56163,0.45,0.43679,0.24212,0.55049,0.43333,0.4435,0.225,1.60652,2.86268,1.72152,1.37474,0.00113375,0.00113375,0.00113375
37,449.038,1.12518,1.80117,1.1224,1.12757,0.56021,0.43523,0.45733,0.24507,0.56021,0.43523,0.45087,0.22167,1.57768,2.74911,1.67987,1.37058,0.001109,0.001109,0.001109
38,460.907,1.14853,1.81238,1.07647,1.14253,0.54234,0.49167,0.45681,0.24871,0.55744,0.49167,0.46524,0.24077,1.53135,2.71351,1.64914,1.32822,0.00108425,0.00108425,0.00108425
39,472.77,1.1337,1.80005,1.03435,1.1354,0.57788,0.45833,0.47499,0.2629,0.58761,0.41667,0.44808,0.23621,1.54364,2.54878,1.54182,1.35534,0.0010595,0.0010595,0.0010595
40,484.825,1.12284,1.77468,1.01728,1.13772,0.55248,0.44238,0.46356,0.26109,0.56869,0.42083,0.45816,0.24329,1.56887,2.55342,1.63624,1.36064,0.00103475,0.00103475,0.00103475
41,496.716,1.12794,1.78853,1.04659,1.12941,0.60302,0.4375,0.48402,0.28041,0.60114,0.41667,0.46661,0.24346,1.44024,2.56712,1.53,1.29348,0.00101,0.00101,0.00101
42,508.656,1.13876,1.79594,1.03023,1.14174,0.546,0.4875,0.51252,0.29026,0.5681,0.49583,0.50941,0.25895,1.5432,2.56061,1.49223,1.36048,0.00098525,0.00098525,0.00098525
43,520.62,1.09512,1.77271,1.00098,1.11155,0.55939,0.45833,0.48186,0.26715,0.58563,0.45,0.47458,0.23945,1.50022,2.75101,1.56101,1.34677,0.0009605,0.0009605,0.0009605
44,532.465,1.09509,1.76197,0.99781,1.11049,0.59904,0.425,0.45016,0.24834,0.5729,0.42477,0.44247,0.237,1.57172,2.89144,1.7425,1.38601,0.00093575,0.00093575,0.00093575
45,544.336,1.08842,1.72772,0.97288,1.11533,0.5575,0.40417,0.42186,0.23455,0.5787,0.3892,0.42332,0.21973,1.56974,2.69839,1.51959,1.35053,0.000911,0.000911,0.000911
46,556.367,1.07995,1.70876,0.95798,1.10509,0.59692,0.42576,0.46355,0.25864,0.58405,0.4125,0.45093,0.24875,1.50424,2.59634,1.7098,1.33034,0.00088625,0.00088625,0.00088625
47,568.216,1.0643,1.69574,1.05198,1.0999,0.57319,0.4375,0.46143,0.26018,0.63172,0.3875,0.44503,0.23018,1.49653,2.65095,1.62887,1.3471,0.0008615,0.0008615,0.0008615
48,580.112,1.0771,1.70418,0.94755,1.12418,0.58653,0.4433,0.47716,0.26899,0.58375,0.39167,0.4446,0.23072,1.47988,2.59001,1.58086,1.31286,0.00083675,0.00083675,0.00083675
49,591.965,1.03511,1.62062,0.91252,1.08209,0.53801,0.48333,0.47052,0.25022,0.51961,0.45833,0.43823,0.2353,1.51842,2.66709,1.52827,1.35385,0.000812,0.000812,0.000812
50,617.246,1.04577,1.66313,0.92622,1.08321,0.60671,0.44583,0.47984,0.27055,0.59151,0.43441,0.46006,0.2436,1.55326,2.68879,1.49838,1.37055,0.00078725,0.00078725,0.00078725
51,629.272,1.03102,1.62861,0.8955,1.09034,0.60685,0.45833,0.49305,0.27025,0.55305,0.47917,0.47394,0.2449,1.50528,2.56338,1.53572,1.35389,0.0007625,0.0007625,0.0007625
52,641.154,1.06385,1.6487,0.94292,1.08653,0.5539,0.47083,0.48821,0.27317,0.52939,0.45,0.4658,0.24899,1.56179,2.7815,1.58278,1.36276,0.00073775,0.00073775,0.00073775
53,653.021,1.04296,1.619,0.98161,1.06768,0.57003,0.46401,0.48689,0.2805,0.56204,0.44583,0.47379,0.25244,1.42529,2.56175,1.57627,1.26443,0.000713,0.000713,0.000713
54,664.858,1.00225,1.60108,0.87077,1.07104,0.70501,0.37917,0.47034,0.274,0.56113,0.42083,0.46009,0.2413,1.52906,2.74519,1.59653,1.33836,0.00068825,0.00068825,0.00068825
55,676.714,0.99128,1.59237,0.8584,1.06301,0.66848,0.42917,0.49198,0.28218,0.64307,0.40539,0.46432,0.25147,1.48389,2.64101,1.57878,1.3096,0.0006635,0.0006635,0.0006635
56,688.759,1.00089,1.60083,0.85918,1.07546,0.53727,0.51281,0.47776,0.27413,0.52417,0.50031,0.4621,0.24194,1.53885,2.61443,1.46859,1.40218,0.00063875,0.00063875,0.00063875
57,700.662,0.99861,1.57381,0.85187,1.05887,0.60895,0.4625,0.49147,0.27236,0.60776,0.44548,0.47894,0.24593,1.60044,2.78123,1.63707,1.39605,0.000614,0.000614,0.000614
58,712.521,0.98952,1.5393,0.85273,1.05803,0.58567,0.47083,0.4761,0.27269,0.54759,0.45,0.46976,0.24566,1.57232,2.85344,1.579,1.36288,0.00058925,0.00058925,0.00058925
59,724.378,0.98092,1.56722,0.83397,1.05877,0.61832,0.45226,0.49967,0.28529,0.60509,0.44691,0.49345,0.25621,1.51491,2.64509,1.51583,1.34872,0.0005645,0.0005645,0.0005645
60,736.257,0.98228,1.56601,0.90653,1.05322,0.58013,0.475,0.47723,0.27008,0.54245,0.44583,0.45402,0.23548,1.59166,2.70158,1.57435,1.41821,0.00053975,0.00053975,0.00053975
61,748.116,0.9703,1.55419,0.82558,1.044,0.56033,0.46667,0.48285,0.27196,0.54532,0.45417,0.47413,0.2613,1.57239,2.6062,1.50904,1.38382,0.000515,0.000515,0.000515
62,760.126,0.9423,1.51547,0.79649,1.0406,0.5628,0.44167,0.45087,0.26988,0.54551,0.4375,0.44792,0.25015,1.51662,2.64342,1.60931,1.37213,0.00049025,0.00049025,0.00049025
63,771.999,0.99314,1.53538,0.81305,1.06486,0.58926,0.47917,0.4875,0.27579,0.57173,0.46724,0.47704,0.24827,1.53877,2.74244,1.55752,1.37438,0.0004655,0.0004655,0.0004655
64,783.892,0.94664,1.51315,0.78044,1.0375,0.61168,0.45,0.48655,0.28109,0.59246,0.43333,0.4748,0.25674,1.46339,2.64057,1.51644,1.30407,0.00044075,0.00044075,0.00044075
65,795.758,0.9037,1.43943,0.87321,1.01276,0.61285,0.46667,0.48165,0.28284,0.59867,0.45417,0.46218,0.2521,1.46456,2.60173,1.63046,1.31476,0.000416,0.000416,0.000416
66,807.613,0.94584,1.48842,0.80875,1.03658,0.56687,0.52917,0.49977,0.27938,0.56201,0.49189,0.47987,0.25077,1.55244,2.66377,1.45984,1.3558,0.00039125,0.00039125,0.00039125
67,819.621,0.92217,1.46675,0.74751,1.01985,0.61276,0.48131,0.50622,0.28938,0.58688,0.4625,0.47034,0.25159,1.49998,2.64516,1.48806,1.33755,0.0003665,0.0003665,0.0003665
68,831.463,0.92337,1.49033,0.7611,1.02577,0.59933,0.47992,0.49744,0.2842,0.58607,0.45417,0.4868,0.2581,1.46872,2.66561,1.55596,1.33076,0.00034175,0.00034175,0.00034175
69,843.265,0.91887,1.45434,0.74614,1.02569,0.57021,0.48333,0.49677,0.27968,0.62266,0.41667,0.47821,0.25292,1.52183,2.56566,1.51548,1.35721,0.000317,0.000317,0.000317
70,855.072,0.9454,1.50323,0.80468,1.0357,0.62536,0.43333,0.49174,0.27619,0.60599,0.42936,0.4782,0.24491,1.51621,2.59414,1.57931,1.37055,0.00029225,0.00029225,0.00029225
71,867.946,0.8974,1.43982,0.71211,1.02043,0.50846,0.4875,0.47825,0.27928,0.51715,0.49583,0.47788,0.25486,1.50572,2.63698,1.58787,1.34423,0.0002675,0.0002675,0.0002675
72,879.864,0.84938,1.32318,0.65839,0.97688,0.54206,0.49167,0.49701,0.2758,0.5498,0.47831,0.48131,0.2442,1.54408,2.71043,1.6136,1.36876,0.00024275,0.00024275,0.00024275
73,891.992,0.86434,1.34144,0.63903,1.02313,0.6303,0.45833,0.50002,0.27867,0.63469,0.45417,0.48724,0.25508,1.54634,2.67808,1.55893,1.37688,0.000218,0.000218,0.000218
74,903.907,0.85276,1.33034,0.65645,0.9896,0.55443,0.45,0.48598,0.27526,0.56199,0.44167,0.47844,0.2548,1.55024,2.81104,1.58052,1.38204,0.00019325,0.00019325,0.00019325
75,915.894,0.8396,1.29542,0.66281,0.98251,0.66096,0.425,0.50249,0.28538,0.63504,0.40833,0.48975,0.25374,1.5388,2.68798,1.48092,1.37064,0.0001685,0.0001685,0.0001685
76,927.847,0.83305,1.29569,0.61329,0.9816,0.58129,0.49167,0.50002,0.27377,0.55873,0.475,0.48061,0.25035,1.52589,2.7826,1.50284,1.35836,0.00014375,0.00014375,0.00014375
77,939.779,0.8389,1.30772,0.60216,0.99999,0.59819,0.43422,0.48135,0.2765,0.63021,0.40833,0.46988,0.2436,1.50159,2.74073,1.54,1.34336,0.000119,0.000119,0.000119
78,951.92,0.81485,1.29797,0.60361,0.9723,0.63048,0.46667,0.50407,0.27722,0.59401,0.45,0.47382,0.25407,1.52034,2.74555,1.53171,1.36844,9.425e-05,9.425e-05,9.425e-05
79,963.843,0.82916,1.2861,0.61903,1.00849,0.62158,0.45,0.49907,0.28032,0.58658,0.44167,0.48522,0.25217,1.51473,2.73779,1.52805,1.3587,6.95e-05,6.95e-05,6.95e-05
80,975.774,0.78943,1.26093,0.58396,0.95523,0.59885,0.475,0.50916,0.28395,0.57,0.45833,0.48905,0.2545,1.5211,2.72968,1.49751,1.35574,4.475e-05,4.475e-05,4.475e-05
